filename,chroma_freq,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,dbfs,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,genre
pop.00016.wav,0.38698241114616394,0.08685213019675914,2992.0598664026793,2760.5352109527244,6364.860120450261,0.1363943620697989,-15.025731409659528,-105.72901916503906,64.07916259765625,6.572271823883057,32.55513000488281,-6.295336723327637,15.30849552154541,-5.8929548263549805,11.960709571838379,-3.577061891555786,12.22396183013916,-12.90241813659668,9.3884859085083,-10.506560325622559,5.537546157836914,-11.026264190673828,4.811300277709961,-9.899381637573242,4.56755256652832,-9.50390625,6.617300987243652,pop
pop.00059.wav,0.4711495637893677,0.14828970057972077,3135.979173659284,2757.7866465774887,6357.241063660093,0.12525452557037897,-11.109393691462923,-86.89999389648438,45.04234313964844,7.504401683807373,40.10137939453125,3.9432101249694824,17.477603912353516,1.6005231142044067,15.140216827392578,-3.986790418624878,16.249191284179688,-6.608920097351074,15.514751434326172,-6.075767993927002,10.176294326782227,-8.545541763305664,7.798476696014404,-5.003398895263672,9.016419410705566,-6.599113941192627,4.793115139007568,pop
pop.00010.wav,0.3778652250766754,0.11158482334116032,1688.8231182484808,2106.8011304197635,3700.93810043866,0.06323412122969838,-14.316354586050966,-118.61852264404297,113.62096405029297,0.511407196521759,44.646846771240234,12.2025146484375,27.84585952758789,-2.917370080947876,15.827445030212402,-3.7171106338500977,9.497550964355469,-8.207596778869629,12.028881072998047,-5.782576084136963,1.9004679918289185,-5.808045387268066,7.007487773895264,-5.85971736907959,7.460447311401367,-9.420289039611816,-1.4475666284561157,pop
pop.00015.wav,0.3850993812084198,0.11675995904199665,2727.5996679536465,2652.356966713398,5860.819961300029,0.12504153978151586,-13.541333523960812,-55.16889190673828,78.49314880371094,-0.2301243543624878,27.5579891204834,-5.864108562469482,17.114185333251953,-5.830461025238037,15.473188400268555,-4.136193752288818,15.56723403930664,-7.486384868621826,13.362566947937012,-6.2947845458984375,12.298099517822266,-7.671741962432861,6.629980087280273,-9.89647388458252,5.214241981506348,-8.459775924682617,4.562479019165039,pop
pop.00090.wav,0.3511285185813904,0.11671811477373947,3096.503591527219,2918.825205014751,6875.278637525377,0.13285177397525136,-14.069780900821012,-54.18052673339844,68.3868408203125,13.896195411682129,32.64027404785156,1.7111835479736328,16.01228141784668,-7.037841796875,13.716558456420898,-7.48813009262085,13.003026962280273,-12.924153327941895,7.353590488433838,-18.394044876098633,6.5005035400390625,-17.784626007080078,5.752115249633789,-11.35969066619873,12.522590637207031,-6.4184346199035645,7.147287845611572,pop
pop.00027.wav,0.3767467439174652,0.09463379303162292,2287.304908592002,2465.8459654061267,4960.888615229844,0.09213561303654293,-15.60716976573999,-84.27152252197266,95.93035888671875,-1.8183804750442505,26.861717224121094,2.0012052059173584,19.46000862121582,-6.514251708984375,11.152108192443848,-5.516695976257324,14.251546859741211,-13.043874740600586,5.927188873291016,-11.576358795166016,3.3866612911224365,-10.122965812683105,4.6417460441589355,-10.816814422607422,6.571803569793701,-8.157831192016602,3.8720574378967285,pop
pop.00091.wav,0.42148417234420776,0.15754226359341916,3174.9200032741837,2809.191205872726,6731.199359229989,0.14961005474187936,-11.091858303971112,-18.09890365600586,55.671627044677734,-5.286266326904297,31.404541015625,0.7709823250770569,20.452024459838867,-7.101964473724365,10.682440757751465,-7.65455961227417,13.98958683013916,-12.612813949584961,10.503469467163086,-13.186586380004883,8.825389862060547,-13.620147705078125,7.759166717529297,-11.32686996459961,8.549351692199707,-9.011457443237305,4.964946269989014,pop
pop.00020.wav,0.4089061915874481,0.14812764028465397,3015.443095171823,2694.95891015354,6298.345338330191,0.16217168467227377,-11.703280475349073,3.6710691452026367,72.02122497558594,-15.90091323852539,18.624292373657227,-5.3839006423950195,12.7720947265625,-8.899759292602539,14.99354076385498,-8.129800796508789,15.673276901245117,-12.202625274658203,13.743325233459473,-9.01656723022461,12.636996269226074,-8.070074081420898,9.398850440979004,-9.727272033691406,9.404592514038086,-7.437534809112549,9.722655296325684,pop
pop.00080.wav,0.43182140588760376,0.12838127150807863,2607.9052759424035,2689.990119173955,5811.9247684346,0.10905401077919567,-12.673285518101505,-54.042537689208984,82.5581283569336,-0.875717043876648,20.72130584716797,0.18869803845882416,20.07718276977539,-0.6581504940986633,11.93232250213623,-1.8041083812713623,13.929227828979492,-6.870372295379639,9.504528045654297,-7.802368640899658,10.579639434814453,-9.13088321685791,9.261321067810059,-9.649571418762207,11.431732177734375,-2.6897354125976562,11.063108444213867,pop
pop.00053.wav,0.27654433250427246,0.10415593994803911,2250.9176222409787,2264.351364107148,4444.274930666328,0.0993722206109822,-14.111804810275235,-153.56320190429688,73.34257507324219,-33.778160095214844,-8.158796310424805,-25.187057495117188,-18.133026123046875,-6.874281883239746,-15.14321231842041,-23.117549896240234,4.5352702140808105,-33.17186737060547,-7.36461067199707,-25.50355339050293,-4.0736188888549805,-15.46811294555664,-7.049037933349609,-16.271957397460938,-6.041453838348389,-10.545286178588867,2.174952268600464,pop
pop.00018.wav,0.4085249900817871,0.12456252666648175,2904.0990213824266,2972.087031439545,6788.887693046694,0.11076733794953596,-13.352534158645422,-58.397464752197266,75.94922637939453,20.971839904785156,25.464921951293945,3.5853734016418457,21.416908264160156,-3.767868995666504,17.542726516723633,-5.1744771003723145,20.68022918701172,-15.33493709564209,10.128585815429688,-10.839162826538086,9.542903900146484,-8.922223091125488,10.8421630859375,-7.311479091644287,10.13685131072998,-3.894658088684082,8.894997596740723,pop
pop.00036.wav,0.39368221163749695,0.15376235998418067,2447.2212376825973,2681.4216379904638,5543.675681554524,0.0988816735547177,-11.416113902883044,-53.179656982421875,88.8961410522461,10.257611274719238,29.33491325378418,10.619867324829102,15.479846000671387,-5.030192852020264,11.78293514251709,-4.886621475219727,17.57426643371582,-9.814455032348633,13.016815185546875,-5.37002420425415,12.303400993347168,-7.687563419342041,10.37416934967041,-7.745840072631836,6.564032554626465,-7.6385698318481445,8.325712203979492,pop
pop.00081.wav,0.3696921169757843,0.05586714572123087,1985.4983490077407,2333.148324891058,4485.775891368185,0.07922353840390564,-20.13580338404099,-145.9101104736328,111.78044891357422,2.9391355514526367,26.763124465942383,-8.863035202026367,9.952940940856934,-12.863801956176758,8.82666015625,-15.53174114227295,8.091264724731445,-7.77877140045166,2.968627452850342,-11.786559104919434,-1.4496450424194336,-14.561956405639648,3.509185314178467,-17.219669342041016,3.6348886489868164,-9.730937004089355,5.075476169586182,pop
pop.00085.wav,0.4431569576263428,0.11689637574508659,2260.352872168487,2151.973428616103,4510.198507286833,0.11549456508604021,-13.714468802721676,-88.89665222167969,88.71832275390625,-27.299848556518555,34.447669982910156,-1.3824617862701416,11.79000473022461,-3.8681952953338623,11.119487762451172,-0.09421619772911072,8.4468355178833,-7.748043060302734,12.550711631774902,-5.150763988494873,12.651050567626953,-6.13431978225708,4.58075475692749,-3.664641857147217,13.428308486938477,-0.1614242047071457,1.4581713676452637,pop
pop.00047.wav,0.4314746856689453,0.12846385877228922,2608.243510282176,2690.0751609132467,5814.439473517256,0.10891844003770301,-12.667372408529946,-54.08931350708008,82.5426025390625,-0.8490931391716003,20.77092170715332,0.14899376034736633,20.02720069885254,-0.700096070766449,12.005681991577148,-1.7890585660934448,13.901168823242188,-6.874085426330566,9.50729751586914,-7.841719150543213,10.625555992126465,-9.052515983581543,9.366890907287598,-9.645153999328613,11.384827613830566,-2.77919864654541,10.992838859558105,pop
pop.00052.wav,0.5224490165710449,0.18862677965355762,3126.528481591631,2837.964286400516,6611.859116698086,0.1393504839762181,-9.120529847303668,-48.96348571777344,48.383888244628906,-3.80979323387146,27.7031192779541,2.743468761444092,22.851028442382812,9.79666519165039,21.77437973022461,2.506635904312134,27.66356658935547,-9.275087356567383,13.632742881774902,-9.890950202941895,10.48891544342041,-1.4358162879943848,16.27633285522461,1.213515043258667,14.309041023254395,-6.077178001403809,6.171846866607666,pop
