filename,chroma_freq,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,genre
028._Drake_-_What’s_Next.mp3,0.5273488759994507,0.18869481159373802,2712.630329507558,2777.7668492366065,5891.464375120937,0.09804022349071208,-69.54679107666016,64.64437103271484,9.261567115783691,15.989361763000488,2.4508872032165527,2.7157175540924072,-13.328949928283691,2.869265079498291,-9.278787612915039,-0.6448449492454529,-3.949106216430664,2.0543782711029053,-5.281630039215088,1.875227928161621,-8.396096229553223,1.077575445175171,-2.5833182334899902,7.548385143280029,0.07540865242481232,3.741410970687866,Hip-Hop_-_Rap
057._DaBaby_-_VIBEZ.mp3,0.4487498104572296,0.26031603967899924,2512.8111586742643,2754.407924365515,5711.57379622799,0.07604942676083591,-37.52122497558594,83.19451904296875,22.364212036132812,14.442488670349121,6.511630535125732,7.946300506591797,-10.358673095703125,6.332605838775635,-9.300453186035156,3.9646759033203125,-2.520029067993164,3.78310489654541,-2.7827162742614746,-2.6935596466064453,-0.5374718308448792,2.633302688598633,-5.840147018432617,3.433509588241577,-2.9396109580993652,1.1001859903335571,Hip-Hop_-_Rap
79._Eminem_-_Killshot.mp3,0.3683406114578247,0.06386147307628773,2254.3192693819515,2167.095491253877,4265.349208016883,0.1137442101635062,-163.85409545898438,105.4007339477539,-1.610784649848938,5.546210289001465,4.54813289642334,-5.077169895172119,-11.959762573242188,-0.18630395829677582,-16.483688354492188,-6.970251083374023,-4.216557502746582,-8.107915878295898,-0.5170170664787292,-5.313605308532715,-7.200467586517334,2.5925121307373047,-12.022540092468262,-1.121185064315796,-6.958451271057129,-6.006724834442139,Hip-Hop_-_Rap
01._24kgoldn_-_Mood_(feat._iann_dior).mp3,0.35472455620765686,0.14033462936078944,2086.6899522883664,2085.6365040225746,4343.073738027283,0.08652064084268576,-90.13434600830078,101.59319305419922,-19.25237274169922,15.32120132446289,-4.739845275878906,0.6218416690826416,-6.70644474029541,-2.2134480476379395,-7.899326324462891,-1.1012948751449585,-13.13389778137207,-2.24873685836792,-1.9006367921829224,-4.026841163635254,-0.5581234097480774,1.2441896200180054,-8.106964111328125,2.2304229736328125,-7.511723518371582,-2.0030643939971924,Hip-Hop_-_Rap
88._King_Von_-_Took_Her_To_The_O.mp3,0.5065683722496033,0.166686154480923,2034.8397138032524,2382.745436851194,4533.430920296778,0.05151480565499226,-131.39328002929688,97.02668762207031,20.032302856445312,17.566375732421875,17.945226669311523,12.991495132446289,12.676785469055176,18.559005737304688,-0.17257851362228394,10.408102989196777,0.5221623182296753,5.45582389831543,5.012218475341797,4.0770111083984375,0.06701698154211044,5.630995273590088,0.9496009945869446,9.324296951293945,1.8315610885620117,6.664956092834473,Hip-Hop_-_Rap
080._J._Cole_-_1_0_0_._m_i_l_‘.mp3,0.27400362491607666,0.05163435096676426,2498.247880015207,2513.284518295968,5133.052294468363,0.11861946413022446,-165.08999633789062,76.11245727539062,-18.51622200012207,11.548884391784668,-10.859686851501465,-11.337624549865723,-10.320894241333008,-9.261245727539062,-6.819488525390625,-0.7263962626457214,-4.403504371643066,7.3161540031433105,-4.888062477111816,-5.139780044555664,-9.82285213470459,-0.7252758741378784,-13.412590026855469,-3.641740322113037,-8.628890037536621,-1.5079394578933716,Hip-Hop_-_Rap
036._Moneybagg_Yo_-_Wockesha.mp3,0.37254977226257324,0.04120535132401657,2222.0917787568933,2185.5680264225525,4338.590431803889,0.10173218907217492,-231.11019897460938,85.65604400634766,15.021100044250488,13.11766242980957,-2.244579315185547,-8.530818939208984,-15.603260040283203,-14.052057266235352,-14.78953742980957,-14.699321746826172,-8.527497291564941,-4.472894191741943,-8.463861465454102,-2.2131335735321045,-7.851961612701416,-4.11530065536499,-4.009166717529297,-7.748610019683838,-5.170114517211914,-1.5073858499526978,Hip-Hop_-_Rap
092._A_Boogie_Wit_da_Hoodie_-_24_Hours_(feat._Lil_Durk).mp3,0.38958173990249634,0.12023074829663401,1799.7636649854644,2121.935277962527,3954.484421107053,0.05652838078076625,-146.3425750732422,117.11644744873047,24.10938835144043,35.82735061645508,12.598102569580078,-0.605583131313324,10.851978302001953,-1.0582849979400635,6.531602382659912,-5.204302787780762,-0.8463132977485657,6.0375800132751465,-13.661158561706543,1.766103982925415,-10.24756908416748,1.0573554039001465,-6.93154239654541,1.2421361207962036,-5.784450054168701,1.069831371307373,Hip-Hop_-_Rap
046._Young_Stoner_Life_-_Diamonds_Dancing_(feat._Travis_Scott).mp3,0.5316640734672546,0.17537704160991843,2643.891753063547,2657.4780335019877,5656.190797788071,0.09654250012093653,-98.00302124023438,69.21310424804688,8.814664840698242,9.498940467834473,5.5223708152771,17.222257614135742,0.5325018167495728,11.367325782775879,3.3594770431518555,4.5369062423706055,0.7237821221351624,7.589902877807617,0.3303638994693756,5.035510063171387,1.502353549003601,6.719501972198486,-1.0741276741027832,5.155411720275879,-2.0024898052215576,-0.43476882576942444,Hip-Hop_-_Rap
072._Moneybagg_Yo_-_Hard_For_The_Next.mp3,0.41384872794151306,0.1604885254314039,2179.734796872928,2292.8005345831775,4684.046676210574,0.08719032689144737,-99.37580871582031,103.02822875976562,-1.0814363956451416,15.207507133483887,9.558594703674316,6.317666053771973,-11.000192642211914,8.03915786743164,-5.000024795532227,11.403667449951172,2.4150707721710205,4.181107997894287,2.2642781734466553,3.417860746383667,3.1879348754882812,6.60386848449707,-4.889471054077148,4.146263122558594,-4.420958042144775,-3.112665891647339,Hip-Hop_-_Rap
